
No.	单词	解释
2637	slack	1. adj. 松弛的；疏忽的；不流畅的<br>2. vi. 松懈；减弱
2638	allegedly	adv. 依其申述
2639	alleged	1. adj. 所谓的；声称的；被断言的<br>2. v. 断言；宣称（allege的过去式和过去分词）
2640	allege	vt. 宣称，断言；提出…作为理由
2641	litigate	1. vt. 在法庭相争；提出诉讼<br>2. vi. 对簿法庭
2642	litigation	n. 打官司; 诉讼
2643	shrewdness	机灵
2644	dork	n. 〈俚〉笨伯，呆子名 词: dorkiness 形容词: dorky
2645	lank	adj. 瘦的；平直的；长而柔软的；细长的
2646	flank	1. n. 侧面；侧腹；侧翼<br>2. vt. 守侧面；位于…的侧面；攻击侧面
2647	lassitude	n. 疲乏；懒散；厌倦
2648	faintness	n. 微弱,模糊,衰弱
2649	weariness	n. 疲倦;困乏;消沉;厌倦
2650	latent	adj. 潜在的；潜伏的；隐藏的
2651	leer	1. n. 媚眼，秋波；恶意的瞥视<br>2. vi. 抛媚眼，送秋波；斜睨
2652	obliquely	adj. 倾斜的,曲折的,转弯抹角的,间接的
2653	lustful	adj. 好色的；贪欲的；渴望的
2654	leery	adj. 机敏的；狡猾的；猜疑的；送秋波的
2655	lore	n. 知识；学问；全部传说；（动物的）眼光知识
2656	levelheaded	adj. 头脑冷静的,清醒的;稳健的名 词: levelheadedness
2657	liability	n. 责任, 义务; 倾向; 债务; 〈口〉妨碍, 不利
2658	licentious	adj. 放荡的,淫乱的副 词: licentiously 名 词: licentiousness
2659	license	1. n. 执照，许可证；特许<br>2. vt. 发许可证给；特许；许可
2660	limp	1. adj. 柔软的，无力的；软弱的<br>2. vi. 跛行，一拐一拐地走；缓慢费力地前进
2661	lionize	1. vt. 把……奉为名人；游览名胜<br>2. vi. 游览名胜
2662	preserving	保存,保留
2663	lion	n. 狮子；名人；勇猛的人；社交场合的名流
2664	lissome	adj. 柔软的；敏捷的
2665	lithesome	adj. 柔软的,轻快的
2666	lithe	adj. 柔软的；易弯曲的；轻盈的（等于lithesome）
2667	lopside	n. 倾向一方
2668	lopsided	adj. 不平衡的，倾向一方的
2669	lop	1. vt. 砍伐；剪去树枝<br>2. vi. 砍，删；闲荡；下垂
2670	droop	1. vi. 下垂；萎靡；凋萎<br>2. vt. 使…下垂
2671	lob	1. n. 高球；笨重的人<br>2. vt. 把球挑高；打缓慢的球
2672	loutish	adj. 粗野的；笨拙的；无礼的
2673	lout	1. n. 笨拙的人<br>2. vt. 愚弄
2674	bumpkin	n. 土包子，乡巴佬
2675	lug	1. n. 支托；接线片；耳状物<br>2. vt. 用力拉或拖
2676	pitcher	n. 投手；大水罐
2677	lurch	1. n. 突然倾斜；蹒跚；挫折<br>2. vi. 倾斜；蹒跚
2678	machination	n. 阴谋；诡计
2679	magnitude	n. 巨大; 重要性; 〈天〉星等
2680	malaise	n. 不舒服；心神不安
2681	ease	1. vt. 减轻，缓和；使安心<br>2. n. 安逸，悠闲；轻松，舒适
2682	mania	n. 狂热；狂躁；热衷
2683	marvel	1. n. 奇迹<br>2. vt. 对…感到惊异
2684	smile	1. vi. 微笑<br>2. n. 微笑；笑容；喜色
2685	mash	1. n. 糊状物；饲料；麦芽浆<br>2. vt. 捣碎；调情
2686	matriculant	n. 投考者
2687	matriculate	vt. 录取入大学; vi. 被大学录取时 态: matriculated, matriculating, matriculates 名 词: matriculation
2688	mawkish	adj. 令人作呕的，令人厌恶的；自作多情的；淡而无味的
2689	maggot	n. 蛆；空想，狂想
2690	mean	1. adj. 低劣的；平均的；卑鄙的<br>2. vt. 意欲；想要；意味
2691	meander	1. n. 漫步；曲流（常用复数）<br>2. vt. 漫步；蜿蜒缓慢流动
2692	measly	adj. [医]患麻疹的；极少的；低贱的
2693	contemptible	adj. 可轻蔑的;可鄙的;卑劣的名 词: contemptibility or 副 词: contemptibly
2694	measles	n. 麻疹；风疹
2695	mesel	pron. 〈方〉我自己,我亲自,我本人
2696	leprous	adj. 麻疯病的；患麻疯病的；鳞状的；不洁的
2697	wretched	adj. 可怜的；卑鄙的；令人苦恼或难受的
2698	meek	adj. 温顺的；谦恭的；驯服的
2699	mansuetude	n. 柔和；温顺
2700	accustom	vt. 使习惯于
2701	mellifluous	adj. 声音甜美的;悦耳的副 词: mellifluously 名 词: mellifluousness
2702	Melissa	n. [植]蜜蜂花；梅利莎（女子名）
2703	mendacious	adj. 撒谎的,虚假的副 词: mendaciously
2704	mentor	n. 指导者，良师益友
2705	merited	1. adj. 应得的；理所当然的<br>2. v. 值得；应受（merit的过去分词）
2706	merit	1. n. 优点，价值；功绩；功过<br>2. vt. 值得
2707	mitigal	n. 灭疥
2708	tackle	1. n. 滑车；装备；用具；扭倒<br>2. vt. 处理；抓住；固定；与…交涉
2709	modicum	n. 少量，一点点
2710	mollify	vt. 平息，缓和；使…平静；使…变软
2711	melt	1. vi. 熔化，溶解；渐混<br>2. vt. 使软化；使融化；使熔化；使感动
2712	mollycoddle	vt. 娇养,宠坏时 态: mollycoddled, mollycoddling, mollycoddles 名 词: mollycoddler
2713	coddle	vt. 娇养；溺爱（等于mollycoddle）；用文火煮
2714	momentous	adj. 重大的, 严重的副 词: momentously 名 词: momentousness
2715	momentum	n. 动力；动量；冲力；势头
2716	monopolize	vt. 垄断, 独占;专卖, 专营时 态: monopolized, monopolizing, monopolizes 名 词: monopolization 名 词: ...
2717	moribund	1. adj. 垂死的；停滞不前的<br>2. n. 垂死的人
2718	morose	adj. 孤僻的；郁闷的
2719	gloom	1. n. 忧郁；阴暗<br>2. vi. 变阴暗；变忧沉；感到沮丧
2720	peevish	adj. 易怒的，暴躁的；带怒气的；撒娇的
2721	motile	1. adj. [生]能动的；显示活力的<br>2. n. 运动型
2722	motility	n. 运动性；能动性；自动力
2723	motley	1. adj. 杂色的；混杂的；五颜六色的<br>2. n. 杂色衣服；小丑；混杂
2724	mote	n. 尘埃; 斑点
2725	motto	n. 座右铭，格言；箴言
2726	mutter	1. vi. 咕哝；喃喃自语<br>2. vt. 咕哝；抱怨地说；低声含糊地说
2727	morn	n. [诗]破晓；[诗]早晨
2728	wither	1. vt. 使凋谢；使畏缩；使衰弱<br>2. vi. 枯萎；凋谢；衰弱
2729	muffle	1. vt. 蒙住；裹住；抑制；发低沉的声音<br>2. n. 低沉的声音；消声器；包裹物（如头巾，围巾等）；唇鼻部
2730	muff	1. vt. 弄糟；错过；[体育]漏接<br>2. vi. 弄糟；行为笨拙；漏接
2731	cunnilingus	n. 舔阴形容词: cunnilingual
2732	mulish	adj. 顽固的，执拗的；骡子似的
2733	mule	n. 骡; 骡子; 〈口〉顽固的人; 拖鞋
2734	mundane	adj. 世俗的，平凡的；世界的，宇宙的
2735	munificent	adj. 慷慨的；丰厚的；宽宏的
2736	munificence	n. 慷慨给与；宽宏大量
2737	murky	adj. 黑暗的；朦胧的；阴郁的
2738	murk	1. n. 黑暗；阴沉，阴郁<br>2. adj. 阴郁的；黑暗的
2739	mute	1. adj. 哑的；沉默的；无声的<br>2. vt. 减弱……的声音；使……柔和
2740	mutate	1. vi. 变化，产生突变<br>2. vt. 改变，使突变
2741	grunt	1. n. 呼噜声；咕哝<br>2. vi. 作呼噜声；发哼声
2742	myopic	adj. [眼科]近视的；目光短浅的
2743	myopia	n. 近视；目光短浅，缺乏远见
2744	myria-	pref. 表示“一万”之义
2745	myriad	1. adj. 无数的；种种的<br>2. n. 无数，极大数量；无数的人或物
2746	nadir	n. 天底；最低点，最底点
2747	naive	adj. 天真的,幼稚的
2748	nascent	adj. 初期的；开始存在的，发生中的
2749	nominative	n. 主格; adj. 主格的; 具有姓名的
2750	natty	adj. 整洁的；敏捷的；考虑周到的；清楚的
2751	neat	adj. 整洁的；未搀水的；优雅的；灵巧的；齐整的；平滑的
2752	nauseate	1. vi. 作呕；厌恶；产生恶感<br>2. vt. 使厌恶；使恶心；使作呕
2753	nausea	n. 恶心，晕船；极端的憎恶
2754	naval	adj. 海军的；军舰的
2755	nauseous	adj. 令人作呕的；厌恶的
2756	naysay	1. vt. 拒绝；否认<br>2. n. 拒绝；否认
2757	naysaid	vt. 拒绝；反对
2758	nay	1. adv. 不；甚至；不仅如此<br>2. n. 拒绝；反对；投反对票的人
2759	nebulous	adj. 朦胧的；星云的，星云状的
2760	nebula	n. [天]星云；[医]角膜云翳
2761	nefarious	adj. 极坏的;恶毒的副 词: nefariously 名 词: nefariousness
2762	negligent	adj. 疏忽的;粗心大意的; 不拘泥的;不计较的;不在乎的;随便的;无所谓的副 词: negligently
2763	negligence	n. 疏忽, 玩忽; 不修边幅
2764	negotiate	vt. & vi. 谈判; 协商; 议定; vt. 兑现时 态: negotiated, negotiating, negotiates 名 词: negotiator 形...
2765	negotiation	n. 协商, 谈判; 完成;通过
2766	neophyte	n. 新信徒；新入教者；初学者
2767	physic	1. vt. 给…服药；治愈<br>2. n. 医学；药品（特指泻药）
2768	nettle	1. vt. 剌激；惹恼；用荨麻刺<br>2. n. 荨麻
2769	stinging	adj. 激烈的；刺人的；刺一样的
2770	knot	1. n. （绳等的）结；海里/小时（航速单位）；节瘤，疙瘩<br>2. vt. 打结
2771	hemp	1. n. 大麻；麻类植物；大麻烟卷<br>2. adj. 大麻类植物的
2772	neutralize	vt. 使失效;抵消;中和; 使中立化时 态: neutralized, neutralizing, neutralizes 名 词: neutralizer
2773	neutral	1. adj. 中立的，中性的；中立国的；非彩色的<br>2. n. 中立国；中立者；非彩色；齿轮的空档
2774	whether	1. conj. 是否；不论<br>2. pron. 两个中的哪一个
2775	nibble	1. vi. 细咬；一点一点地咬；吹毛求疵<br>2. vt. 细咬；一点一点地咬；吹毛求疵
2776	nocturnal	adj. 夜的,夜间发生的; 夜间活动的; n. 夜间活动性; adv. 夜间活动地副 词: nocturnally
2777	noisome	adj. 恶臭的；有害的
2778	nonplus	1. n. 迷惑；困惑<br>2. vt. 使困惑
2779	nostalgia	n. 对往事的怀恋, 怀旧形容词: nostalgic 副 词: nostalgically
2780	notoriety	n. 臭名, 声名狼藉
2781	notorious	adj. 臭名昭著的, 声名狼藉的副 词: notoriously 名 词: notoriousness
2782	derogatory	adj. 不敬的副 词: derogatorily 名 词: derogatoriness
2783	rogation	n. 祈祷；法律草案
2784	novice	n. 初学者，新手
2785	obdurate	adj. 顽固的，执拗的；冷酷无情的
2786	render	1. vt. 提出；致使；实施；以…回报；着色<br>2. vi. 给予补偿
2787	obey	1. vt. 服从，听从；按照……行动<br>2. vi. 服从，顺从；听话
2788	audience	n. 观众；听众；接见；读者
2789	obeisance	n. 敬礼,行礼; 敬意形容词: obeisant
2790	obfuscate	vt. 使模糊,使混乱; 使糊涂时 态: obfuscated, obfuscating, obfuscates 名 词: obfuscation 形容词: obfus...
2791	obliging	1. adj. 乐于助人的；[古]有礼貌的；体贴的；亲切的<br>2. v. 迫使；约束（oblige的现在分词）
2792	obliterate	vt. 除去;涂去;擦掉; 彻底破坏或毁灭时 态: obliterated, obliterating, obliterates 名 词: obliteration 形容词...
2793	obsess	vt. 迷住，缠住；使…着迷；使…困扰
2794	besiege	vt. 包围；围困；烦扰
2795	obstinate	adj. 固执的;顽固的, 倔强的; 难克服的, 不易去除的副 词: obstinately 名 词: obstinateness
2796	obstreperous	adj. 喧嚣的,喧闹的; 不服约束的副 词: obstreperously 名 词: obstreperousness
2797	strep	1. n. 链锁状球菌（等于streptococcus）<br>2. adj. 链球菌的（等于streptococcal）
2798	obtuse	adj. 圆头的；不锋利的；迟钝的
2799	odium	n. 憎恶；讨厌
2800	off-hand	adv. 立即, 当即, 事先没有准备地; adj. 临时的, 即席的; 非正式的；随便的; 无礼的, 不拘礼节的
2801	officious	adj. 过分殷勤的;爱管闲事的;爱显示权力的; adv. 过分殷勤地; n. 过分殷勤;爱管闲事副 词: officiously 名 词: officiousness
2802	offish	adj. 冷漠的；不亲热的；疏远的
2803	omniscient	adj. 无所不知的名 词: omniscience or 副 词: omnisciently
2804	omniscience	n. 全知；全知者；上帝；无限的知识
2805	opaque	1. adj. 不透明的；不传热的；迟钝的<br>2. n. 不透明物
2806	opine	1. vt. 以为；想<br>2. vi. 以为；想；表示意见
2807	option	n. 选择权；选项；[经]买卖的特权
2808	suspend	1. vt. 延缓，推迟；使暂停；使悬浮<br>2. vi. 悬浮；[体]禁赛
2809	hanging	1. n. 绞刑；帘子，幔帐；悬挂<br>2. adj. 悬挂着的
2810	opprobrious	adj. 极无礼的,骂人的; adv. 无礼地; n. 无礼,骂人副 词: opprobriously
2811	ordeal	n. 痛苦的经验；严酷的考验；折磨
2812	oriental	1. adj. 东方人的；东方的<br>2. n. 东方人
2813	Orient	1. vt. 确定方向；使朝东；使适应<br>2. n. 东方；东方诸国
2814	maneuver	1. n. 策略；演习；调遣；机动<br>2. vi. 调遣；演习；用计谋；机动
2815	overt	adj. 明显的；公然的；[律]蓄意的
2816	weir	n. 堰，坝；鱼梁（指拦截游鱼的枝条篱）
2817	w	abbr. wickets 三柱门 Wabbr. aircraft weight 飞机重量;飞行器重量; component of velocity 速度分量; electric ener...
2818	overture	1. n. 前奏曲；提案；序幕<br>2. vt. 提议；为……奏前奏曲
2819	overwhelm	vt. 覆盖, 淹没; 压倒, 制服; 打败; 使某人不知所措时 态: overwhelmed, overwhelming, overwhelms
2820	whelm	1. vi. 淹没；覆盖；压倒<br>2. vt. 淹没；用…覆盖
2821	overwrought	adj. 神经紧张的;忧虑的,烦恼的
2822	wrought	1. adj. 锻造的；加工的；精细的<br>2. v. 工作（work的过去分词）
2823	paean	n. 赞美歌，欢乐歌
2824	whoop	1. n. 大叫；哮喘声；呐喊；一点点<br>2. vt. 高声说；唤起
2825	mistress	n. 情妇；女主人；主妇；女教师；女能人
2826	complimentary	adj. 表示敬意的，赞美的，恭维的; 赠送的; adv. 崇敬地,赞美地,赞许地副 词: complimentarily
2827	wipette	擦拭
2828	genetic	adj. 遗传的；起源的；基因的
2829	genesis	n. 起源；发生
2830	unravel	1. vt. 解开；阐明；解决；拆散<br>2. vi. 散开；解决
2831	ravel	1. vt. 弄清；解开；使纠缠<br>2. vi. 散开；缠结
2832	thread	1. n. 线；线状物；玻璃纤维；思路；路线；[机]螺纹；[美俚]衣服<br>2. vt. 穿线于；穿过；使交织
2833	frayed	1. v. 受磨损；磨损（fray的过去分词）<br>2. adj. 散口的
2834	genome	n. [生]基因组；[生]染色体组
2835	chromosone	染色体螺旋
2836	chromosome	n. 染色体形容词: chromosomal 副 词: chromosomally
2837	tantalising	adj. 非常着急的
2838	tantalizing	adj. 逗人的，惹弄人的，撩人的，煽情的
2839	tantalize	vt. 逗弄;引诱；折磨时 态: tantalized, tantalizing, tantalizes 名 词: tantalization 名 词: tantali...
2840	Tantalus	n. 酒瓶架的一种
2841	Phrygia	n. 佛里吉亚（小亚细亚中部一古国）
2842	Bearer	n. [建]承木；托架；持票人；送信人；搬运工人
2843	disorder	1. n. 混乱；骚乱<br>2. vt. 扰乱；使失调
2844	pup	1. n. 小狗；幼畜<br>2. vt. 生（小狗等小动物）
2845	litter	1. n. 凌乱；垃圾；轿，担架；一窝（动物的幼崽）<br>2. vt. 乱丢；给…垫褥草；把…弄得乱七八糟
2846	mate	1. n. 同事；助手，大副；配偶；配对物<br>2. vt. 使配对；结伴；使一致
2847	checkmate	n. 将死;输棋; 败局;败北;彻底战败时 态: checkmated, checkmating, checkmates
2848	squeaking	啸叫
2849	squeak	1. vi. 告密；吱吱叫；侥幸成功<br>2. n. 吱吱声；机会
2850	Swedish	1. adj. 瑞典的；瑞典语的；瑞典人的<br>2. n. 瑞典语；瑞典人
2851	dub	1. vt. [电影]配音；授予称号；轻点；打击<br>2. n. 笨蛋；鼓声
2852	splosh	1. n. 金钱；突然倒下的大量水<br>2. vi. 泼，溅
2853	splish	1. vt. 劈开；分离；使分离；离开<br>2. vi. 被劈开；断绝关系；离开
2854	splash	1. vt. 溅，泼；用...使液体飞溅<br>2. n. 飞溅的水；污点；卖弄
2855	behavioral	adj. 动作的
2856	behavior	n. 行为，举止；态度；反应
2857	banister	n. 栏杆的支柱；楼梯的扶栏
2858	baluster	n. 栏杆；栏杆的支柱
2859	exquisite	adj. 精致的, 精美的; 敏感的, 细致的副 词: exquisitely 名 词: exquisiteness
2860	differentiate	vt. & vi. 区分, 区别, 辨别; vi. 区别对待时 态: differentiated, differentiating, differentiates 名 词: ...
2861	cauliflower	n. 〈植〉花椰菜, 菜花
2862	kale	n. 羽衣甘蓝；蔬菜汤
2863	cabbage	n. 卷心菜，甘蓝菜，（俚)脑袋
2864	walnut	1. n. 胡桃木；胡桃<br>2. adj. 胡桃科植物的
2865	mass	1. n. 大量，众多；群众，民众；块，团<br>2. adj. 大规模的，集中的；群众的，民众的
2866	dredge	1. vt. （用挖泥船等）疏浚；（用拖捞网等）捞取；（在食物上）撒（面粉等）<br>2. vi. 疏浚，挖掘；采捞
2867	dive	1. vi. 跳水；潜水；俯冲；急剧下降<br>2. n. 潜水；跳水；俯冲；扑
2868	resonance	n. 回响, 回荡; 洪亮; 共鸣
2869	superimpose	vt. 使重叠,使叠加时 态: superimposed, superimposing, superimposes 形容词: superimposable 名 词: s...
2870	summary	1. adj. 扼要的；简易的<br>2. n. 概要，摘要
2871	equivalent	adj. 相等的, 相当的副 词: equivalently
2872	saturate	1. vt. 使饱和，使充满；浸透，使湿透<br>2. adj. 浸透的，饱和的；深颜色的
2873	leave	1. vt. 离开；留下；委托；遗忘<br>2. vi. 离开，出发；留下
2874	unable	adj. 不会的，不能的；无能力的；不能胜任的
2875	According	adv. 依照
2876	haemorrhagic fever	出血热
2877	haemorrhagic	出血热
2878	haemorrhage	n. 出血;失血; vi. 大出血
2879	hemorrhage	n. 出血;失血; vi. 大出血时 态: hemorrhaged, hemorrhaging, hemorrhages 形容词: hemorrhagic
